80,52
80,58
80,53
80,5
80,5
80,5
80,49
80,46
80,45
80,44
80,42
80,47
80,54
80,54
80,52
80,48
80,45
80,49
80,49
80,42
80,38
80,4
80,42
80,43
80,51
80,52
80,48
80,44
80,46
80,48
80,46
80,41
80,38
80,38
80,39
80,41
80,48
80,43
80,45
80,42
80,43
80,45
80,43
80,38
80,37
80,33
80,36
80,36
80,5
80,49
80,47
80,43
80,42
80,47
80,46
80,43
80,4
80,46
80,4
80,43
80,55
80,55
80,52
80,46
80,45
80,54
80,53
80,46
80,42
80,46
80,49
80,47
80,6
80,62
80,55
80,51
80,49
80,55
80,58
80,53
80,49
80,54
80,54
80,53
80,66
80,62
80,55
80,54
80,56
80,58
80,61
80,58
80,56
80,54
80,55
80,59
